collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2021351044903,2021,351044903,1,1,1,1,25,5,2,0,0,0,0,0,9,10,E01018295,7,1,1.0,0.0,-1
2024351459847,2024,351459847,2,1,2,1,36,7,3,0,0,1,0,0,9,10,E01017995,3,1,0.0,1.0,1
2024351399070,2024,351399070,1,1,1,1,32,6,3,0,0,0,0,0,9,10,E01017959,3,1,0.0,1.0,2
2021351012871,2021,351012871,1,1,1,1,35,6,3,0,0,0,0,0,3,5,E01017974,3,1,0.0,1.0,-1
2024351533944,2024,351533944,2,1,1,2,22,5,3,0,0,0,0,0,9,5,E01026728,3,1,0.0,1.0,4
2024351459847,2024,351459847,2,2,1,2,47,8,3,0,0,0,0,0,9,7,E01035526,3,1,0.0,1.0,1
2022351215630,2022,351215630,1,1,1,-1,21,5,3,0,0,0,0,0,4,-1,-1,3,1,0.0,1.0,-1
2020351005499,2020,351005499,2,1,1,1,23,5,3,0,0,0,0,0,1,8,E01018286,3,1,0.0,1.0,-1
2023351368945,2023,351368945,2,1,1,1,24,5,3,0,0,0,0,0,1,10,E01018292,3,1,0.0,1.0,-1
2021351071387,2021,351071387,2,1,2,1,13,3,3,0,0,0,0,0,1,-1,-1,3,1,0.0,1.0,-1
2020350923499,2020,350923499,1,1,1,1,52,8,3,0,0,0,0,0,9,10,E01018222,3,1,0.0,1.0,-1
2021351058758,2021,351058758,2,1,1,2,26,6,2,0,0,0,0,0,1,5,E01017954,7,1,1.0,0.0,-1
2020350934592,2020,350934592,2,1,1,1,38,7,3,0,0,0,0,0,1,6,E01017967,3,1,0.0,1.0,-1
2020350934842,2020,350934842,1,1,1,1,55,8,3,0,0,0,0,0,9,7,E01018279,3,1,0.0,1.0,-1
2021351078524,2021,351078524,2,1,1,1,15,3,3,0,0,0,0,0,1,4,E01017947,3,1,0.0,1.0,-1
2022351242289,2022,351242289,2,1,1,1,24,5,3,0,0,0,0,0,1,7,E01017969,3,1,0.0,1.0,-1
2023351273282,2023,351273282,2,2,2,1,57,9,3,0,0,-1,0,0,9,5,E01018051,3,1,0.0,1.0,-1
2021351090339,2021,351090339,2,1,1,1,29,6,3,0,0,0,0,0,9,2,E01017946,3,1,0.0,1.0,-1
2024351422835,2024,351422835,1,1,1,1,58,9,3,0,0,0,0,0,9,6,E01030151,3,1,0.0,1.0,4
2024351429046,2024,351429046,2,1,1,2,48,8,3,0,0,0,0,0,-1,7,E01017980,3,1,0.0,1.0,1
2021351085626,2021,351085626,2,1,1,1,15,3,2,0,0,0,0,0,1,8,E01032794,7,1,1.0,0.0,-1
2021351042253,2021,351042253,2,1,1,1,35,6,2,0,0,0,0,0,5,6,E01018036,5,1,1.0,0.0,-1
2020351009190,2020,351009190,1,1,1,1,27,6,3,0,0,0,0,0,5,4,E01017947,3,1,0.0,1.0,-1
2022351250487,2022,351250487,1,1,1,1,47,8,2,0,0,0,0,0,1,8,E01017966,7,1,1.0,0.0,-1
2020350951063,2020,350951063,1,1,1,2,56,9,3,0,0,0,0,0,5,8,E01033118,3,1,0.0,1.0,-1
2023351388133,2023,351388133,2,2,1,1,16,4,2,0,0,0,0,0,1,10,E01017959,7,1,1.0,0.0,-1
2021351074287,2021,351074287,1,1,1,1,27,6,3,0,0,0,0,0,9,3,E01017978,3,1,0.0,1.0,-1
2021351097713,2021,351097713,2,1,1,1,13,3,2,0,0,0,0,0,1,-1,-1,7,1,1.0,0.0,-1
2022351242601,2022,351242601,2,1,1,2,29,6,3,0,0,0,0,0,19,-1,-1,3,1,0.0,1.0,-1
2023351377393,2023,351377393,2,2,1,1,24,5,3,0,0,0,0,0,9,9,E01018006,3,1,0.0,1.0,-1
2024351469190,2024,351469190,2,1,1,1,10,2,3,0,0,0,0,0,1,6,E01017962,3,1,0.0,1.0,1
2024351432138,2024,351432138,2,2,2,1,11,3,3,0,0,2,0,0,9,9,E01018008,3,1,0.0,1.0,1
2021351055493,2021,351055493,1,1,1,1,-1,-1,3,0,0,0,0,0,1,6,E01033120,3,1,0.0,1.0,-1
2022351143981,2022,351143981,2,1,2,2,50,8,3,0,0,1,0,0,9,2,E01017948,3,1,0.0,1.0,-1
2022351181875,2022,351181875,2,1,1,2,36,7,3,0,0,0,0,0,1,7,E01030119,3,1,0.0,1.0,-1
2020350934310,2020,350934310,1,1,3,2,59,9,3,10,3,0,0,0,0,8,E01018270,3,1,0.0,1.0,-1
2022351165589,2022,351165589,2,1,1,1,56,9,3,0,0,0,0,0,1,8,E01017992,3,1,0.0,1.0,-1
2023351378517,2023,351378517,2,1,1,1,51,8,3,0,0,0,0,0,1,6,E01017951,3,1,0.0,1.0,-1
2020351006955,2020,351006955,1,1,1,1,46,8,2,0,0,0,0,0,9,10,E01018232,7,1,1.0,0.0,-1
2022351172705,2022,351172705,2,1,1,2,34,6,3,0,0,0,0,0,1,9,E01017998,3,1,0.0,1.0,-1
2024351499379,2024,351499379,1,1,3,1,16,4,3,5,3,0,0,-1,0,7,E01035529,3,1,0.0,1.0,1
2024351409332,2024,351409332,2,1,1,2,20,4,3,0,0,0,0,0,1,5,E01017947,3,1,0.0,1.0,1
2021351146995,2021,351146995,1,1,3,2,21,5,2,1,3,0,0,0,0,6,E01018036,7,1,1.0,0.0,-1
2021351080602,2021,351080602,1,1,1,2,36,7,3,0,0,0,0,0,9,3,E01017979,3,1,0.0,1.0,-1
2023351349960,2023,351349960,2,1,1,1,68,10,2,0,0,0,0,0,9,1,E01016810,5,1,1.0,0.0,-1
2024351428188,2024,351428188,1,1,1,1,16,4,3,0,0,0,0,0,-1,2,E01017946,3,1,0.0,1.0,1
2022351245298,2022,351245298,1,1,3,2,16,4,3,1,1,0,0,0,0,7,E01018220,3,1,0.0,1.0,-1
2024351463874,2024,351463874,2,1,1,2,41,7,3,0,0,0,0,0,1,10,E01017995,3,1,0.0,1.0,1
2021351116944,2021,351116944,2,1,1,1,34,6,2,0,0,0,0,0,3,4,E01017947,7,1,1.0,0.0,-1
2020350990550,2020,350990550,1,1,1,2,62,9,3,0,0,0,0,0,9,6,E01017951,3,1,0.0,1.0,-1
2021351111881,2021,351111881,2,1,1,2,39,7,3,0,0,0,0,0,9,3,E01017977,3,1,0.0,1.0,-1
2024351495176,2024,351495176,2,1,1,1,23,5,3,0,0,0,0,0,1,5,E01033121,3,1,0.0,1.0,1
2023351271802,2023,351271802,1,1,1,1,65,9,2,0,0,0,0,0,19,8,E01033259,7,1,1.0,0.0,-1
2024351477657,2024,351477657,2,1,1,1,29,6,2,0,0,0,0,0,1,8,E01035511,6,1,1.0,0.0,1
2020350935273,2020,350935273,1,1,1,1,21,5,3,0,0,0,0,0,1,9,E01024754,3,1,0.0,1.0,-1
2021351075468,2021,351075468,2,1,1,2,36,7,3,0,0,0,0,0,9,9,E01017389,3,1,0.0,1.0,-1
2021351068876,2021,351068876,1,2,2,2,19,4,3,0,0,1,0,0,9,6,E01017973,3,1,0.0,1.0,-1
2022351181716,2022,351181716,1,1,3,1,8,2,3,6,9,0,0,0,0,6,E01018005,3,1,0.0,1.0,-1
2024351457119,2024,351457119,1,5,2,1,24,5,3,0,0,1,0,0,9,6,E01025670,3,1,0.0,1.0,5
2021351148800,2021,351148800,1,1,1,1,25,5,2,0,0,0,0,0,-1,10,E01018293,7,1,1.0,0.0,-1
2021351036389,2021,351036389,2,1,1,2,69,10,3,0,0,0,0,0,9,3,E01026415,3,1,0.0,1.0,-1
2024351524753,2024,351524753,2,1,1,1,32,6,2,0,0,0,0,0,1,7,E01017989,7,1,1.0,0.0,1
2021351028929,2021,351028929,2,2,1,2,42,7,3,0,0,0,0,0,9,4,E01018184,3,1,0.0,1.0,-1
2020350955317,2020,350955317,2,1,1,1,67,10,2,0,0,0,0,0,1,8,E01032794,7,1,1.0,0.0,-1
2022351161204,2022,351161204,2,1,1,1,-1,-1,3,0,0,0,0,0,-1,5,E01017949,3,1,0.0,1.0,-1
2022351134491,2022,351134491,2,2,1,1,33,6,3,0,0,0,0,0,19,6,E01022090,3,1,0.0,1.0,-1
2022351171297,2022,351171297,2,1,1,2,27,6,3,0,0,0,0,0,9,9,E01027148,3,1,0.0,1.0,-1
2024351399854,2024,351399854,2,1,1,1,29,6,2,0,0,0,0,0,1,10,E01018014,7,1,1.0,0.0,3
2023351307759,2023,351307759,2,1,1,2,34,6,3,0,0,0,0,0,1,2,E01017948,3,1,0.0,1.0,-1
2024351493591,2024,351493591,2,5,2,2,44,7,3,0,0,2,0,0,9,4,E01015676,3,1,0.0,1.0,4
2023351316351,2023,351316351,1,1,1,1,21,5,3,0,0,0,0,0,9,9,E01017998,3,1,0.0,1.0,-1
2021351060904,2021,351060904,2,1,1,2,27,6,3,0,0,0,0,0,1,9,E01032792,3,1,0.0,1.0,-1
2023351325272,2023,351325272,1,1,1,1,22,5,3,0,0,0,0,0,5,6,E01017951,3,1,0.0,1.0,-1
2024351479520,2024,351479520,2,1,1,1,5,1,3,0,0,0,0,0,-1,9,E01018252,3,1,0.0,1.0,1
2021351016424,2021,351016424,1,1,3,1,24,5,3,9,5,0,0,0,0,7,E01032797,3,1,0.0,1.0,-1
2021351068856,2021,351068856,2,1,1,2,31,6,2,0,0,0,0,0,1,8,E01018242,7,1,1.0,0.0,-1
2023351335872,2023,351335872,3,1,1,1,52,8,3,0,0,0,0,0,9,6,E01026436,3,1,0.0,1.0,-1
2024351537527,2024,351537527,3,1,2,2,36,7,2,0,0,1,0,0,9,10,E01035555,7,1,1.0,0.0,1
2024351488861,2024,351488861,3,1,1,2,35,6,3,0,0,0,0,0,9,3,E01017952,3,1,0.0,1.0,1
2024351546035,2024,351546035,2,1,1,2,70,10,3,0,0,0,0,0,1,10,E01018260,3,1,0.0,1.0,1
2023351361153,2023,351361153,1,1,1,2,41,7,3,0,0,0,0,0,1,4,E01017953,3,1,0.0,1.0,-1
2023351375167,2023,351375167,2,1,1,2,68,10,2,0,0,0,0,0,1,7,E01032795,7,1,1.0,0.0,-1
2021351056016,2021,351056016,1,1,1,2,24,5,3,0,0,0,0,0,1,9,E01017958,3,1,0.0,1.0,-1
2020350927669,2020,350927669,2,1,1,2,31,6,3,0,0,0,0,0,1,2,E01017946,3,1,0.0,1.0,-1
2024351507363,2024,351507363,1,1,3,1,43,7,3,6,9,0,0,-1,0,3,E01017978,3,1,0.0,1.0,1
2020350955396,2020,350955396,2,2,2,1,6,2,3,0,0,0,0,0,1,8,E01018001,3,1,0.0,1.0,-1
2021351073651,2021,351073651,1,1,1,2,23,5,3,0,0,0,0,0,9,10,E01018274,3,1,0.0,1.0,-1
2020350956885,2020,350956885,1,1,2,2,30,6,2,0,0,2,0,0,9,7,E01017994,7,1,1.0,0.0,-1
2022351235167,2022,351235167,1,3,2,2,20,4,2,0,0,2,0,0,9,5,E01017972,6,1,1.0,0.0,-1
2020351005425,2020,351005425,1,1,1,1,68,10,3,0,0,0,0,0,5,7,E01017994,3,1,0.0,1.0,-1
2022351170596,2022,351170596,2,1,1,1,33,6,3,0,0,0,0,0,1,9,E01017998,3,1,0.0,1.0,-1
2023351391032,2023,351391032,1,2,1,1,73,10,3,0,0,0,0,0,9,9,E01018231,3,1,0.0,1.0,-1
2022351208469,2022,351208469,2,1,1,2,39,7,3,0,0,0,0,0,1,5,E01017974,3,1,0.0,1.0,-1
2024351448986,2024,351448986,2,1,1,2,43,7,3,0,0,0,0,0,9,5,E01017991,3,1,0.0,1.0,1
2023351278410,2023,351278410,3,3,1,2,33,6,3,0,0,0,0,0,9,-1,-1,3,1,0.0,1.0,-1
2021351040569,2021,351040569,1,2,2,2,45,7,3,0,0,1,0,0,9,9,E01017389,3,1,0.0,1.0,-1
2023351320771,2023,351320771,2,2,1,1,64,9,3,0,0,0,0,0,9,10,E01030045,3,1,0.0,1.0,-1
2024351403952,2024,351403952,1,1,1,1,29,6,3,0,0,0,0,0,3,7,E01018286,3,1,0.0,1.0,1
2024351457119,2024,351457119,1,1,2,1,19,4,3,0,0,2,0,0,9,3,E01013626,3,1,0.0,1.0,4
2021351048743,2021,351048743,2,1,2,2,6,2,3,0,0,-1,0,0,9,8,E01017983,3,1,0.0,1.0,-1
2023351339335,2023,351339335,1,1,1,2,28,6,2,0,0,0,0,0,9,3,E01017944,5,1,1.0,0.0,-1
2024351531120,2024,351531120,2,1,1,2,46,8,3,0,0,0,0,0,1,10,E01017955,3,1,0.0,1.0,1
2024351534060,2024,351534060,1,1,1,2,69,10,3,0,0,0,0,0,9,3,E01017979,3,1,0.0,1.0,1
2020351004306,2020,351004306,1,1,1,2,36,7,3,0,0,0,0,0,9,7,E01017965,3,1,0.0,1.0,-1
2020350952664,2020,350952664,2,1,1,1,19,4,3,0,0,0,0,0,1,10,E01018244,3,1,0.0,1.0,-1
2021351044152,2021,351044152,1,1,1,2,37,7,3,0,0,0,0,0,1,10,E01018288,3,1,0.0,1.0,-1
2022351141742,2022,351141742,2,1,1,2,52,8,3,0,0,0,0,0,9,3,E01017977,3,1,0.0,1.0,-1
2020350931311,2020,350931311,1,1,1,1,32,6,3,0,0,0,0,0,1,5,E01017991,3,1,0.0,1.0,-1
2022351245240,2022,351245240,2,1,1,2,23,5,3,0,0,0,0,0,1,8,E01018001,3,1,0.0,1.0,-1
2022351131067,2022,351131067,2,1,1,2,57,9,3,0,0,0,0,0,1,9,E01032792,3,1,0.0,1.0,-1
2021351091049,2021,351091049,1,1,1,1,48,8,3,0,0,0,0,0,5,5,E01017960,3,1,0.0,1.0,-1
2021351110132,2021,351110132,2,2,1,1,20,4,3,0,0,0,0,0,9,3,E01017944,3,1,0.0,1.0,-1
2022351200185,2022,351200185,2,1,1,1,19,4,3,0,0,0,0,0,3,9,E01018287,3,1,0.0,1.0,-1
2020351000316,2020,351000316,1,1,1,1,44,7,3,0,0,0,0,0,3,6,E01017943,3,1,0.0,1.0,-1
2023351393010,2023,351393010,1,1,1,2,29,6,2,0,0,0,0,0,1,3,E01017944,5,1,1.0,0.0,-1
2021351106015,2021,351106015,2,2,1,2,60,9,2,0,0,0,0,0,9,7,E01018057,6,1,1.0,0.0,-1
2020350920094,2020,350920094,2,2,2,2,51,8,3,0,0,1,0,0,9,7,E01017980,3,1,0.0,1.0,-1
2022351261359,2022,351261359,2,2,1,2,52,8,3,0,0,0,0,0,9,10,E01017995,3,1,0.0,1.0,-1
2023351363382,2023,351363382,2,3,2,1,11,3,3,0,0,1,0,0,9,9,E01018231,3,1,0.0,1.0,-1
2021351026810,2021,351026810,1,2,2,2,46,8,3,0,0,1,0,0,9,5,E01018047,3,1,0.0,1.0,-1
2021351108146,2021,351108146,2,1,1,2,30,6,2,0,0,0,0,0,1,8,E01017956,7,1,1.0,0.0,-1
2023351301186,2023,351301186,2,1,1,2,29,6,3,0,0,0,0,0,1,8,E01018003,3,1,0.0,1.0,-1
2020350985144,2020,350985144,1,1,1,1,16,4,2,0,0,0,0,0,5,2,E01017946,5,1,1.0,0.0,-1
2024351473736,2024,351473736,2,1,1,1,58,9,2,0,0,0,0,0,1,7,E01035523,5,1,1.0,0.0,2
2020350963239,2020,350963239,2,1,1,2,25,5,3,0,0,0,0,0,1,6,E01033121,3,1,0.0,1.0,-1
2024351493346,2024,351493346,2,1,1,2,42,7,3,0,0,0,0,0,3,10,E01018235,3,1,0.0,1.0,3
2021351048743,2021,351048743,2,2,1,2,35,6,3,0,0,0,0,0,9,8,E01017983,3,1,0.0,1.0,-1
2021351138708,2021,351138708,2,1,1,2,61,9,2,0,0,0,0,0,1,5,E01018273,5,1,1.0,0.0,-1
2022351231265,2022,351231265,1,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1,3,1,0.0,1.0,-1
2020350984921,2020,350984921,2,2,1,2,32,6,3,0,0,0,0,0,9,8,E01033118,3,1,0.0,1.0,-1
2022351134491,2022,351134491,1,1,1,1,32,6,3,0,0,0,0,0,19,6,E01018281,3,1,0.0,1.0,-1
2024351564084,2024,351564084,2,1,2,2,36,7,3,0,0,2,0,0,9,8,E01017983,3,1,0.0,1.0,2
2022351178247,2022,351178247,2,1,1,1,24,5,3,0,0,0,0,0,3,5,E01017997,3,1,0.0,1.0,-1
2022351242848,2022,351242848,2,1,1,2,24,5,3,0,0,0,0,0,9,7,E01017976,3,1,0.0,1.0,-1
2024351562157,2024,351562157,1,1,1,1,47,8,3,0,0,0,0,0,9,4,E01015623,3,1,0.0,1.0,4
2022351141694,2022,351141694,1,1,1,1,28,6,3,0,0,0,0,0,9,8,E01018286,3,1,0.0,1.0,-1
2020350990550,2020,350990550,2,2,1,1,40,7,3,0,0,0,0,0,9,8,E01018001,3,1,0.0,1.0,-1
2024351423595,2024,351423595,2,1,1,1,14,3,2,0,0,0,0,0,1,3,E01017952,7,1,1.0,0.0,1
2022351185343,2022,351185343,2,1,1,1,39,7,3,0,0,0,0,0,19,9,E01018298,3,1,0.0,1.0,-1
2024351484175,2024,351484175,1,1,1,1,56,9,2,0,0,0,0,0,3,9,E01018034,7,1,1.0,0.0,3
2024351465661,2024,351465661,1,1,1,2,18,4,3,0,0,0,0,0,9,9,E01018231,3,1,0.0,1.0,3
2024351495357,2024,351495357,1,1,1,1,23,5,2,0,0,0,0,0,1,5,E01017967,7,1,1.0,0.0,1
2024351516322,2024,351516322,2,1,1,2,29,6,3,0,0,0,0,0,-1,10,E01018251,3,1,0.0,1.0,2
2024351447676,2024,351447676,2,1,1,1,42,7,2,0,0,0,0,0,1,3,E01017978,6,1,1.0,0.0,1
2023351383857,2023,351383857,1,2,2,2,26,6,3,0,0,0,3,0,11,9,E01017988,3,1,0.0,1.0,-1
2020350991160,2020,350991160,2,1,1,2,58,9,3,0,0,0,0,0,9,2,E01024315,3,1,0.0,1.0,-1
2022351259385,2022,351259385,2,1,1,1,43,7,2,0,0,0,0,0,-1,8,E01018003,7,1,1.0,0.0,-1
2022351136689,2022,351136689,1,1,1,1,29,6,3,0,0,0,0,0,9,5,E01018017,3,1,0.0,1.0,-1
2021351020823,2021,351020823,1,1,1,1,32,6,3,0,0,0,0,0,4,5,E01017949,3,1,0.0,1.0,-1
2022351239253,2022,351239253,1,1,1,1,53,8,3,0,0,0,0,0,3,6,E01018016,3,1,0.0,1.0,-1
2023351383331,2023,351383331,2,1,1,1,32,6,2,0,0,0,0,0,3,9,E01022073,7,1,1.0,0.0,-1
2020351008280,2020,351008280,2,1,1,2,54,8,2,0,0,0,0,0,1,6,E01017962,6,1,1.0,0.0,-1
2020350952269,2020,350952269,2,1,1,1,50,8,3,0,0,0,0,0,1,8,E01018225,3,1,0.0,1.0,-1
2022351182073,2022,351182073,2,1,1,1,60,9,3,0,0,0,0,0,1,10,E01018265,3,1,0.0,1.0,-1
2020350953148,2020,350953148,1,1,3,1,53,8,3,9,9,0,0,0,0,4,E01017953,3,1,0.0,1.0,-1
2022351133421,2022,351133421,2,1,1,2,21,5,3,0,0,0,0,0,1,10,E01013088,3,1,0.0,1.0,-1
2021351110698,2021,351110698,2,1,1,2,27,6,3,0,0,0,0,0,1,8,E01017966,3,1,0.0,1.0,-1
2021351049649,2021,351049649,2,1,1,1,47,8,3,0,0,0,0,0,1,8,E01017950,3,1,0.0,1.0,-1
2020350968751,2020,350968751,1,1,2,1,48,8,3,0,0,-1,0,0,9,-1,-1,3,1,0.0,1.0,-1
2022351251194,2022,351251194,2,1,1,2,61,9,3,0,0,0,0,0,1,10,E01017995,3,1,0.0,1.0,-1
2024351468339,2024,351468339,1,1,1,1,32,6,3,0,0,0,0,0,9,8,E01018242,3,1,0.0,1.0,1
2020350926917,2020,350926917,1,1,2,1,-1,-1,3,0,0,1,0,0,9,5,E01018051,3,1,0.0,1.0,-1
2020350968305,2020,350968305,1,1,2,1,38,7,2,0,0,1,0,0,9,-1,-1,7,1,1.0,0.0,-1
2020350963454,2020,350963454,1,1,3,2,5,1,3,1,9,0,0,-1,0,5,E01017991,3,1,0.0,1.0,-1
2022351251258,2022,351251258,2,1,1,1,29,6,2,0,0,0,0,0,1,6,E01017973,7,1,1.0,0.0,-1
2023351325719,2023,351325719,2,1,1,1,37,7,3,0,0,0,0,0,1,10,E01017955,3,1,0.0,1.0,-1
2023351273768,2023,351273768,2,1,1,1,22,5,3,0,0,0,0,0,1,7,E01015946,3,1,0.0,1.0,-1
2021351097607,2021,351097607,2,1,1,1,33,6,3,0,0,0,0,0,1,4,E01017953,3,1,0.0,1.0,-1
2021351020651,2021,351020651,1,1,1,1,28,6,3,0,0,0,0,0,3,2,E01017946,3,1,0.0,1.0,-1
2022351218415,2022,351218415,2,2,1,1,35,6,3,0,0,0,0,0,19,8,E01023656,3,1,0.0,1.0,-1
2020350959918,2020,350959918,2,1,1,2,48,8,3,0,0,0,0,0,1,10,E01018249,3,1,0.0,1.0,-1
2020350936956,2020,350936956,1,1,3,2,84,11,2,5,1,0,0,0,0,8,E01018224,6,1,1.0,0.0,-1
2021351097523,2021,351097523,2,1,1,2,20,4,2,0,0,0,0,0,1,9,E01017958,7,1,1.0,0.0,-1
2024351454382,2024,351454382,2,1,1,1,34,6,3,0,0,0,0,0,1,3,E01017975,3,1,0.0,1.0,1
2020350920094,2020,350920094,2,1,1,2,27,6,3,0,0,0,0,0,9,7,E01017980,3,1,0.0,1.0,-1
2023351321139,2023,351321139,1,1,2,1,16,4,3,0,0,2,0,0,9,7,E01027023,3,1,0.0,1.0,-1
2024351399004,2024,351399004,1,1,1,1,17,4,2,0,0,0,0,0,3,10,E01018232,6,1,1.0,0.0,1
2024351412335,2024,351412335,2,1,1,1,39,7,3,0,0,0,0,0,1,10,E01017955,3,1,0.0,1.0,1
2024351522178,2024,351522178,2,1,1,1,41,7,3,0,0,0,0,0,9,5,E01035531,3,1,0.0,1.0,4
2020350983676,2020,350983676,2,1,1,2,28,6,3,0,0,0,0,0,1,8,E01018257,3,1,0.0,1.0,-1
2022351237447,2022,351237447,1,1,1,1,24,5,3,0,0,0,0,0,1,8,E01017956,3,1,0.0,1.0,-1
2022351253344,2022,351253344,2,1,2,2,44,7,3,0,0,1,0,0,9,-1,-1,3,1,0.0,1.0,-1
2022351245648,2022,351245648,2,1,1,1,22,5,3,0,0,0,0,0,1,10,E01017955,3,1,0.0,1.0,-1
2021351047626,2021,351047626,1,1,1,2,40,7,2,0,0,0,0,0,9,8,E01029942,7,1,1.0,0.0,-1
2024351529538,2024,351529538,1,1,1,1,23,5,2,0,0,0,0,0,3,5,E01033121,6,1,1.0,0.0,1
2023351376703,2023,351376703,2,3,2,2,54,8,3,0,0,1,0,0,9,8,E01033118,3,1,0.0,1.0,-1
2022351190215,2022,351190215,1,1,1,1,32,6,3,0,0,0,0,0,9,-1,-1,3,1,0.0,1.0,-1
2023351276185,2023,351276185,1,1,3,2,62,9,3,6,9,0,0,0,0,9,E01018006,3,1,0.0,1.0,-1
2021351111139,2021,351111139,2,1,1,1,40,7,3,0,0,0,0,0,1,7,E01018011,3,1,0.0,1.0,-1
2022351224907,2022,351224907,2,1,1,2,13,3,3,0,0,0,0,0,1,7,E01017980,3,1,0.0,1.0,-1
2022351262431,2022,351262431,2,1,1,1,40,7,3,0,0,0,0,0,1,3,E01029954,3,1,0.0,1.0,-1
2020350966724,2020,350966724,2,1,1,1,18,4,3,0,0,0,0,0,1,10,E01018237,3,1,0.0,1.0,-1
2024351397222,2024,351397222,1,1,1,1,42,7,3,0,0,0,0,0,1,5,E01017953,3,1,0.0,1.0,1
2023351364093,2023,351364093,2,1,1,1,42,7,3,0,0,0,0,0,8,8,E01033119,3,1,0.0,1.0,-1
2024351479603,2024,351479603,1,1,1,2,19,4,3,0,0,0,0,0,9,10,E01018232,3,1,0.0,1.0,2
2024351537117,2024,351537117,2,1,1,2,28,6,3,0,0,0,0,0,9,5,E01033121,3,1,0.0,1.0,1
2022351171288,2022,351171288,1,2,3,1,40,7,3,5,3,0,0,0,0,8,E01017987,3,1,0.0,1.0,-1
2022351174829,2022,351174829,2,1,1,1,29,6,2,0,0,0,0,0,5,8,E01033119,7,1,1.0,0.0,-1
2023351376703,2023,351376703,2,2,1,2,27,6,3,0,0,0,0,0,9,10,E01033114,3,1,0.0,1.0,-1
2020350916393,2020,350916393,2,1,1,1,36,7,3,0,0,0,0,0,1,6,E01018005,3,1,0.0,1.0,-1
2020350991115,2020,350991115,1,2,2,2,-1,-1,3,0,0,2,0,0,9,10,E01018232,3,1,0.0,1.0,-1
2024351427882,2024,351427882,1,3,2,1,23,5,3,0,0,1,0,0,9,10,E01017964,3,1,0.0,1.0,3
2024351472104,2024,351472104,2,1,1,1,44,7,3,0,0,0,0,0,1,9,E01035559,3,1,0.0,1.0,3
2020350968751,2020,350968751,1,2,3,1,15,3,3,9,7,0,0,0,0,2,E01009840,3,1,0.0,1.0,-1
2022351215630,2022,351215630,2,2,1,-1,58,9,3,0,0,0,0,0,9,6,E01018281,3,1,0.0,1.0,-1
2023351366540,2023,351366540,2,1,1,1,22,5,3,0,0,0,0,0,1,6,E01017943,3,1,0.0,1.0,-1
2021351014542,2021,351014542,2,1,1,2,48,8,2,0,0,0,0,0,1,10,E01017959,5,1,1.0,0.0,-1
2022351147108,2022,351147108,1,1,3,2,23,5,3,1,3,0,0,0,0,10,E01017959,3,1,0.0,1.0,-1
2022351209440,2022,351209440,2,1,1,1,-1,-1,3,0,0,0,0,0,1,7,E01032795,3,1,0.0,1.0,-1
2022351246677,2022,351246677,2,1,1,1,22,5,3,0,0,0,0,0,1,9,E01017988,3,1,0.0,1.0,-1
2021351129108,2021,351129108,1,2,2,2,73,10,3,0,0,1,0,0,9,9,E01018161,3,1,0.0,1.0,-1
2020351007138,2020,351007138,1,1,3,1,5,1,2,1,9,0,0,-1,0,7,E01018002,7,1,1.0,0.0,-1
2023351286650,2023,351286650,2,1,1,1,21,5,3,0,0,0,0,0,1,5,E01017997,3,1,0.0,1.0,-1
2024351400392,2024,351400392,1,1,1,1,26,6,3,0,0,0,0,0,3,6,E01017962,3,1,0.0,1.0,1
2022351238266,2022,351238266,1,1,1,1,16,4,2,0,0,0,0,0,1,10,E01017995,7,1,1.0,0.0,-1
2020350997300,2020,350997300,1,1,1,1,18,4,2,0,0,0,0,0,3,3,E01017979,7,1,1.0,0.0,-1
2022351161404,2022,351161404,2,1,1,1,29,6,3,0,0,0,0,0,1,7,E01017976,3,1,0.0,1.0,-1
2024351495346,2024,351495346,2,1,1,1,29,6,3,0,0,0,0,0,9,5,E01033121,3,1,0.0,1.0,1
2024351445155,2024,351445155,2,1,2,1,53,8,3,0,0,1,0,0,19,5,E01018233,3,1,0.0,1.0,3
2020350927887,2020,350927887,1,1,1,1,27,6,3,0,0,0,0,0,1,5,E01017960,3,1,0.0,1.0,-1
2023351374879,2023,351374879,1,1,1,2,79,11,2,0,0,0,0,0,9,9,E01017968,7,1,1.0,0.0,-1
2021351072532,2021,351072532,2,1,1,2,31,6,2,0,0,0,0,0,1,10,E01018249,7,1,1.0,0.0,-1
2024351541147,2024,351541147,1,1,3,2,60,9,3,6,9,0,0,-1,0,7,E01025130,3,1,0.0,1.0,5
2023351340343,2023,351340343,2,1,1,1,25,5,3,0,0,0,0,0,1,10,E01017959,3,1,0.0,1.0,-1
2023351315998,2023,351315998,2,1,1,1,26,6,3,0,0,0,0,0,1,9,E01018010,3,1,0.0,1.0,-1
2022351242554,2022,351242554,2,1,1,1,29,6,3,0,0,0,0,0,1,5,E01017974,3,1,0.0,1.0,-1
